,table_a,column_a,table_b,column_b,similarity,type,correct
6961,metacritic_3,countries,tmdb_4,genres,0.1214313805103302,textual,False
6962,imdb_1,Genre,roger_ebert_1,directors,0.1214205101132392,textual,False
6963,imdb_3,Year,rotten_tomatoes_2,Cast,0.1214049980044364,textual,False
6964,imdb_3,Director,metacritic_3,title,0.1213754341006279,textual,False
6965,rotten_tomatoes_1,ReviewCount,walmart_1,stars,0.1213274896144867,textual,False
6966,imdb_2,year,rotten_tomatoes_1,Release Date,0.1213076338171958,textual,False
6967,metacritic_2,movie_rating,metacritic_3,writers,0.1212712973356247,textual,False
6968,imdb_2,ID,metacritic_1,Genre,0.1212699115276336,textual,False
6969,metacritic_4,name,rotten_tomatoes_1,ReviewCount,0.1212591528892517,textual,False
6970,imdb_4,id,rotten_tomatoes_3,year,0.121258296072483,numerical,False
6971,rotten_tomatoes_1,RatingValue,walmart_1,stars,0.1211937591433525,textual,False
6972,imdb_3,Title,rotten_tomatoes_2,ID,0.121121659874916,textual,False
6973,rotten_tomatoes_3,id,tmdb_2,name,0.1211159229278564,textual,False
6974,imdb_1,Name,rotten_tomatoes_1,Id,0.1211156770586967,textual,False
6975,rotten_tomatoes_2,Genre,tmdb_2,year,0.1210995316505432,textual,False
6976,imdb_2,year,rotten_tomatoes_4,_id,0.1210407167673111,numerical,False
6977,metacritic_1,_id,metacritic_4,genre,0.1210367381572723,textual,False
6978,metacritic_2,movie_rating,metacritic_3,languages,0.1209985464811325,textual,False
6979,metacritic_4,date_released,rotten_tomatoes_1,Genre,0.120929405093193,textual,False
6980,tmdb_3,_id,walmart_1,stars,0.1209277585148811,textual,False
6981,metacritic_2,release_year,metacritic_4,name,0.1209085211157798,textual,False
6982,imdb_1,Id,rotten_tomatoes_1,Name,0.1208818554878234,textual,False
6983,metacritic_3,director,roger_ebert_1,genre,0.1208779662847518,textual,False
6984,imdb_4,id,tmdb_2,duration,0.1208581551909446,textual,False
6985,metacritic_3,rating,rotten_tomatoes_3,star3,0.1208518370985984,textual,False
6986,roger_ebert_1,genre,rotten_tomatoes_4,year,0.1208511814475059,textual,False
6987,tmdb_3,id,tmdb_4,runtime,0.1207929775118827,numerical,False
6988,metacritic_1,User Rating,rotten_tomatoes_4,_id,0.1207911595702171,numerical,False
6989,imdb_2,director,rotten_tomatoes_2,Duration,0.1207835003733635,textual,False
6990,amazon_1,star,rotten_tomatoes_1,RatingValue,0.1207832247018814,textual,False
6991,metacritic_3,director,walmart_1,name,0.1207687184214592,textual,False
6992,metacritic_1,Actors,roger_ebert_1,genre,0.1207510232925415,textual,False
6993,rotten_tomatoes_1,RatingValue,walmart_1,directors,0.1207480281591415,textual,False
6994,metacritic_3,countries,walmart_1,duration,0.1207465231418609,textual,False
6995,imdb_1,Name,tmdb_4,directors,0.1207061409950256,textual,False
6996,amazon_1,cost,metacritic_1,Metascore,0.1206995025277137,textual,False
6997,rotten_tomatoes_4,year,tmdb_2,duration,0.1206890940666198,textual,False
6998,rotten_tomatoes_2,ContentRating,rotten_tomatoes_4,tomatoter,0.1206675991415977,textual,False
6999,rotten_tomatoes_3,review1,walmart_1,name,0.1206654906272888,textual,False
7000,imdb_3,Creators,rotten_tomatoes_4,_id,0.120659202337265,textual,False
7001,amazon_1,id,tmdb_2,name,0.1206531524658203,textual,False
7002,rotten_tomatoes_4,runtime,tmdb_3,genres,0.1206531375646591,textual,False
7003,imdb_4,genre,metacritic_4,date_released,0.1206530928611755,textual,False
7004,rotten_tomatoes_2,Duration,walmart_1,_id,0.1206443831324577,textual,False
7005,metacritic_1,Director,rotten_tomatoes_1,Release Date,0.1206408366560936,textual,False
7006,rotten_tomatoes_3,star6,tmdb_2,name,0.12063929438591,textual,False
7007,imdb_4,movie_name,rotten_tomatoes_4,genre,0.1206390112638473,textual,False
7008,rotten_tomatoes_4,movie_ind,tmdb_1,year,0.1206385269761085,numerical,False
7009,amazon_1,title,tmdb_4,directors,0.1205914169549942,textual,False
7010,imdb_3,Rating,tmdb_3,directors,0.1205743923783302,textual,False
7011,imdb_3,Genre,tmdb_3,runtime,0.1205736175179481,textual,False
7012,rotten_tomatoes_2,Year,walmart_1,_id,0.1205091476440429,textual,False
7013,rotten_tomatoes_3,id,tmdb_3,year,0.120428018271923,numerical,False
7014,imdb_3,Creators,tmdb_2,name,0.1204091906547546,textual,False
7015,imdb_3,Cast,rotten_tomatoes_1,Year,0.1204046383500099,textual,False
7016,metacritic_4,name,roger_ebert_1,genre,0.1203993111848831,textual,False
7017,rotten_tomatoes_1,Language,rotten_tomatoes_3,review5,0.1203880533576011,textual,False
7018,metacritic_1,Runtime,rotten_tomatoes_3,star4,0.1203803941607475,textual,False
7019,imdb_2,year,tmdb_2,name,0.1203658580780029,textual,False
7020,rotten_tomatoes_1,RatingValue,rotten_tomatoes_3,director,0.120363749563694,textual,False
7021,metacritic_1,User Rating,rotten_tomatoes_1,Name,0.1202589273452758,textual,False
7022,rotten_tomatoes_1,Filming Locations,rotten_tomatoes_2,Director,0.1202576383948326,textual,False
7023,imdb_1,ContentRating,imdb_4,actors,0.1202496439218521,textual,False
7024,metacritic_4,date_released,tmdb_3,id,0.1202403008937835,textual,False
7025,rotten_tomatoes_1,Release Date,rotten_tomatoes_4,name,0.1202079951763153,textual,False
7026,imdb_3,Rating,tmdb_2,genres,0.1201638728380203,textual,False
7027,imdb_2,ID,metacritic_2,summary,0.1201611831784248,textual,False
7028,imdb_1,Genre,imdb_3,Director,0.1201390996575355,textual,False
7029,amazon_1,year,rotten_tomatoes_1,RatingValue,0.1201275810599327,numerical,False
7030,imdb_1,Duration,tmdb_4,directors,0.1201257556676864,textual,False
7031,imdb_4,movie_rating,rotten_tomatoes_2,ContentRating,0.1201176345348358,textual,False
7032,metacritic_4,director,rotten_tomatoes_2,Title,0.1201105117797851,textual,False
7033,metacritic_3,id,tmdb_3,_id,0.1200868561863899,numerical,True
7034,metacritic_4,genre,rotten_tomatoes_3,review2,0.1200664937496185,textual,False
7035,imdb_2,name,tmdb_2,genres,0.1200611591339111,textual,False
7036,imdb_3,Year,metacritic_1,ID,0.120055116713047,textual,False
7037,metacritic_4,date_released,roger_ebert_1,id,0.1200496479868888,textual,False
7038,imdb_3,Summary,roger_ebert_1,actors,0.1200486421585083,textual,False
7039,imdb_3,Genre,tmdb_3,title,0.1200474873185157,textual,False
7040,imdb_3,Duration,metacritic_3,rating,0.1200360208749771,textual,False
7041,metacritic_1,Genre,roger_ebert_1,id,0.1199510619044303,textual,False
7042,roger_ebert_1,pg_rating,walmart_1,_id,0.1199282556772232,textual,False
7043,imdb_4,actors,rotten_tomatoes_4,_id,0.1198928132653236,textual,False
7044,tmdb_3,title,walmart_1,_id,0.119886465370655,textual,False
7045,imdb_3,Cast,metacritic_4,_id,0.1198497787117958,textual,False
7046,metacritic_1,_id,tmdb_3,year,0.1198479607701301,numerical,False
7047,imdb_3,Rating,rotten_tomatoes_4,director,0.1198405027389526,textual,False
7048,rotten_tomatoes_4,_id,walmart_1,directors,0.1198280453681945,textual,False
7049,metacritic_2,movie_rating,rotten_tomatoes_3,title,0.1198261827230453,textual,False
7050,imdb_1,ContentRating,tmdb_3,language,0.1198082417249679,textual,False
7051,imdb_2,actors,tmdb_3,year,0.1197905018925666,textual,False
7052,metacritic_2,summary,rotten_tomatoes_1,Description,0.1197800934314727,textual,True
7053,tmdb_2,director,walmart_1,name,0.1197547987103462,textual,False
7054,roger_ebert_1,id,rotten_tomatoes_1,Duration,0.1197415515780448,textual,False
7055,imdb_2,director,metacritic_1,Genre,0.1197308152914047,textual,False
7056,amazon_1,time,metacritic_2,movie_rating,0.1197237372398376,textual,False
7057,imdb_2,director,metacritic_1,Year,0.1196797043085098,textual,False
7058,tmdb_1,director(s),tmdb_3,actors,0.1196557059884071,textual,False
7059,amazon_1,director,imdb_1,ReleaseDate,0.1196455955505371,textual,False
7060,amazon_1,star,metacritic_3,genres,0.1196140423417091,textual,False
7061,metacritic_4,name,tmdb_4,stars,0.1196136623620987,textual,False
7062,rotten_tomatoes_1,Description,tmdb_2,name,0.1195842921733856,textual,False
7063,imdb_1,RatingValue,imdb_4,id,0.119556225836277,textual,False
7064,roger_ebert_1,critic_rating,tmdb_2,name,0.1195381581783294,textual,False
7065,rotten_tomatoes_2,ContentRating,walmart_1,_id,0.1195350363850593,textual,False
7066,imdb_3,Duration,imdb_4,id,0.1194784715771675,textual,False
7067,rotten_tomatoes_4,movie_ind,tmdb_4,runtime,0.1194669753313064,numerical,False
7068,imdb_2,ID,rotten_tomatoes_3,review4,0.1194541603326797,textual,False
7069,amazon_1,id,imdb_3,Title,0.119440272450447,textual,False
7070,imdb_3,Summary,metacritic_3,countries,0.1193917468190193,textual,False
7071,imdb_2,writers,metacritic_3,languages,0.1193680390715599,textual,False
7072,metacritic_1,User Rating,tmdb_3,language,0.1193664669990539,textual,False
7073,imdb_3,Cast,metacritic_1,Name,0.11936517059803,textual,False
7074,metacritic_4,genre,rotten_tomatoes_1,Release Date,0.1193547323346138,textual,False
7075,metacritic_4,genre,rotten_tomatoes_1,RatingCount,0.119352713227272,textual,False
7076,imdb_4,movie_rating,tmdb_3,id,0.1193195879459381,numerical,False
7077,imdb_1,Url,rotten_tomatoes_4,director,0.119317889213562,textual,False
7078,imdb_2,year,rotten_tomatoes_2,Creators,0.1192887350916862,textual,False
7079,imdb_1,ReleaseDate,tmdb_3,directors,0.11928690969944,textual,False
7080,imdb_2,ID,rotten_tomatoes_2,ID,0.1192629039287567,textual,True
7081,imdb_4,actors,rotten_tomatoes_4,genre,0.1192628517746925,textual,False
7082,amazon_1,year,rotten_tomatoes_3,star3,0.119248628616333,textual,False
7083,rotten_tomatoes_2,ID,tmdb_2,stars,0.1192267909646034,textual,False
7084,metacritic_2,title,metacritic_4,genre,0.1192197352647781,textual,False
7085,metacritic_3,languages,tmdb_4,year,0.1191927418112754,textual,False
7086,roger_ebert_1,critic_rating,tmdb_2,year,0.1191761642694473,numerical,False
7087,metacritic_2,movie_rating,tmdb_3,writers,0.1191739663481712,textual,False
7088,imdb_4,id,rotten_tomatoes_4,runtime,0.1191698461771011,textual,False
7089,rotten_tomatoes_2,Duration,rotten_tomatoes_3,audience_rating,0.1191600710153579,textual,False
7090,metacritic_3,starring,rotten_tomatoes_3,year,0.1191417872905731,textual,False
7091,imdb_4,id,metacritic_3,rating,0.1191274598240852,textual,False
7092,metacritic_1,Director,metacritic_2,movie_rating,0.1191270425915718,textual,False
7093,rotten_tomatoes_1,Language,tmdb_3,writers,0.1190639063715934,textual,False
7094,metacritic_2,movie_rating,tmdb_3,id,0.11902966350317,numerical,False
7095,rotten_tomatoes_2,Director,rotten_tomatoes_4,certificate,0.1189982891082763,textual,False
7096,rotten_tomatoes_4,year,walmart_1,genre,0.1189697384834289,textual,False
7097,imdb_1,Creator,metacritic_1,Runtime,0.1189390867948532,textual,False
7098,imdb_1,Url,rotten_tomatoes_2,Cast,0.1189217641949653,textual,False
7099,tmdb_1,director(s),walmart_1,stars,0.1189003139734268,textual,False
7100,metacritic_1,Year,tmdb_3,genres,0.1188945770263671,textual,False
7101,rotten_tomatoes_1,ReviewCount,tmdb_1,title,0.1188825815916061,textual,False
7102,rotten_tomatoes_3,star2,tmdb_4,_id,0.1188819333910942,textual,False
7103,imdb_3,Summary,tmdb_1,year,0.1188652887940406,textual,False
7104,metacritic_3,rating,rotten_tomatoes_1,Creator,0.1188432648777961,textual,False
7105,rotten_tomatoes_1,Release Date,rotten_tomatoes_3,id,0.1188211292028427,textual,False
7106,metacritic_3,score,tmdb_2,_id,0.1188092902302742,numerical,False
7107,amazon_1,year,metacritic_1,User Rating,0.1187669411301612,numerical,False
7108,imdb_4,duration,rotten_tomatoes_3,review2,0.118721954524517,textual,False
7109,imdb_1,YearRange,imdb_3,Genre,0.1187182962894439,textual,False
7110,rotten_tomatoes_1,Filming Locations,rotten_tomatoes_4,genre,0.1187054440379142,textual,False
7111,rotten_tomatoes_4,genre,tmdb_3,writers,0.1186831966042518,textual,False
7112,imdb_2,ID,rotten_tomatoes_1,Year,0.1186657696962356,numerical,False
7113,metacritic_2,release_year,tmdb_1,ID,0.1186376586556434,numerical,False
7114,rotten_tomatoes_3,star1,rotten_tomatoes_4,year,0.1185953542590141,textual,False
7115,imdb_3,Creators,imdb_4,movie_rating,0.1185729131102562,textual,False
7116,metacritic_1,User Rating,tmdb_4,stars,0.1185583621263504,textual,False
7117,amazon_1,director,rotten_tomatoes_3,star6,0.1185479313135147,textual,False
7118,imdb_1,YearRange,imdb_3,Duration,0.1185455247759819,textual,False
7119,metacritic_4,genre,rotten_tomatoes_3,audience_rating,0.1185246258974075,textual,False
7120,roger_ebert_1,pg_rating,rotten_tomatoes_1,Duration,0.118524320423603,textual,False
7121,rotten_tomatoes_1,Name,tmdb_3,_id,0.1185085996985435,textual,False
7122,imdb_3,ContentRating,imdb_4,directors,0.1185041069984436,textual,False
7123,rotten_tomatoes_3,title,tmdb_1,director(s),0.1184995844960212,textual,False
7124,imdb_4,movie_name,rotten_tomatoes_3,year,0.1184573546051979,textual,False
7125,rotten_tomatoes_1,Filming Locations,rotten_tomatoes_2,Cast,0.1184466183185577,textual,False
7126,rotten_tomatoes_4,_id,tmdb_2,subtext,0.1184268444776535,textual,False
7127,imdb_3,Title,imdb_4,directors,0.1184171885251998,textual,False
7128,metacritic_1,Actors,tmdb_3,title,0.1183924004435539,textual,False
7129,roger_ebert_1,year,rotten_tomatoes_1,Actors,0.1183900088071823,textual,False
7130,imdb_1,Creator,metacritic_4,_id,0.1183828189969062,textual,False
7131,imdb_3,Creators,rotten_tomatoes_2,Summary,0.1183812618255615,textual,False
7132,imdb_1,Creator,rotten_tomatoes_1,Language,0.118378035724163,textual,False
7133,imdb_1,ContentRating,rotten_tomatoes_4,genre,0.1183706745505333,textual,False
7134,roger_ebert_1,genre,rotten_tomatoes_3,audience_rating,0.1183421090245246,textual,False
7135,metacritic_3,_id,tmdb_2,stars,0.118333950638771,textual,False
7136,rotten_tomatoes_2,Genre,tmdb_3,title,0.1183194443583488,textual,False
7137,imdb_3,Title,tmdb_3,year,0.1183186322450637,textual,False
7138,metacritic_2,release_year,walmart_1,name,0.1182819902896881,textual,False
7139,metacritic_1,Runtime,rotten_tomatoes_1,Release Date,0.1182817965745925,textual,False
7140,amazon_1,title,imdb_3,Year,0.1182531639933586,textual,False
7141,metacritic_3,id,rotten_tomatoes_1,Director,0.1182368546724319,textual,False
7142,tmdb_3,_id,tmdb_4,movie,0.1182276159524917,textual,False
7143,imdb_2,year,metacritic_4,director,0.1182090193033218,textual,False
7144,amazon_1,title,rotten_tomatoes_3,review1,0.118160992860794,textual,False
7145,imdb_1,ReleaseDate,tmdb_2,_id,0.1181582361459732,textual,False
7146,imdb_1,Creator,roger_ebert_1,year,0.1181349009275436,textual,False
7147,metacritic_3,score,rotten_tomatoes_4,director,0.1181270033121109,textual,False
7148,rotten_tomatoes_1,Duration,rotten_tomatoes_3,review4,0.118107333779335,textual,False
7149,imdb_2,ID,metacritic_4,duration,0.1180982515215873,textual,False
7150,amazon_1,title,imdb_4,actors,0.1180841848254203,textual,False
7151,rotten_tomatoes_4,genre,tmdb_2,director,0.1180581822991371,textual,False
7152,metacritic_2,release_year,rotten_tomatoes_1,Creator,0.1180426105856895,textual,False
7153,imdb_4,year,rotten_tomatoes_1,Creator,0.1180316805839538,textual,False
7154,amazon_1,star,imdb_1,Cast,0.1180068030953407,textual,True
7155,imdb_1,Director,metacritic_4,_id,0.1179793775081634,textual,False
7156,imdb_2,ID,metacritic_2,title,0.1179782003164291,textual,False
7157,metacritic_3,id,metacritic_4,score,0.1179554238915443,numerical,False
7158,roger_ebert_1,critic_rating,rotten_tomatoes_3,review1,0.1179478466510772,textual,False
7159,imdb_3,Title,rotten_tomatoes_4,director,0.117934376001358,textual,False
7160,metacritic_1,ID,rotten_tomatoes_1,Duration,0.1179066449403762,textual,False
7161,imdb_3,Summary,rotten_tomatoes_3,star6,0.1178981512784957,textual,False
7162,amazon_1,year,tmdb_1,ID,0.1178875714540481,numerical,False
7163,amazon_1,director,rotten_tomatoes_1,Duration,0.1178292632102966,textual,False
7164,roger_ebert_1,actors,rotten_tomatoes_1,Country,0.1178229674696922,textual,False
7165,imdb_1,Id,rotten_tomatoes_1,Description,0.1178203225135803,textual,False
7166,rotten_tomatoes_3,review2,tmdb_4,stars,0.1177979707717895,textual,False
7167,imdb_2,writers,imdb_4,directors,0.1177765280008316,textual,False
7168,rotten_tomatoes_1,Genre,tmdb_2,subtext,0.1177509352564811,textual,False
7169,amazon_1,title,imdb_4,movie_rating,0.1177226454019546,textual,False
7170,imdb_4,id,walmart_1,name,0.1177034080028534,textual,False
7171,rotten_tomatoes_2,Director,walmart_1,stars,0.1176715120673179,textual,False
7172,rotten_tomatoes_2,Genre,tmdb_2,director,0.1176660731434822,textual,False
7173,amazon_1,time,rotten_tomatoes_2,Genre,0.1176365613937377,textual,False
7174,roger_ebert_1,movie_name,rotten_tomatoes_1,Description,0.1175982803106308,textual,False
7175,amazon_1,year,tmdb_3,title,0.1175905987620353,textual,False
7176,amazon_1,time,rotten_tomatoes_1,Cast,0.1175405532121658,textual,False
7177,metacritic_3,runtime,rotten_tomatoes_2,Rating,0.1175382956862449,textual,False
7178,metacritic_1,Actors,tmdb_3,_id,0.1175326853990554,textual,False
7179,metacritic_4,date_released,rotten_tomatoes_2,Cast,0.1175321042537689,textual,False
7180,rotten_tomatoes_3,id,tmdb_2,duration,0.1175203472375869,textual,False
7181,imdb_3,Year,tmdb_2,_id,0.1175174713134765,textual,False
7182,imdb_1,ContentRating,rotten_tomatoes_3,review3,0.1174715384840965,textual,False
7183,imdb_3,ContentRating,tmdb_3,language,0.1174366101622581,textual,False
7184,tmdb_3,_id,tmdb_4,year,0.1174253970384597,numerical,False
7185,imdb_1,Id,rotten_tomatoes_4,star,0.117418885231018,textual,False
7186,imdb_1,RatingValue,metacritic_2,summary,0.1174115538597107,textual,False
7187,rotten_tomatoes_1,Name,rotten_tomatoes_3,id,0.1173798814415931,textual,False
7188,metacritic_2,release_year,rotten_tomatoes_4,star,0.1173726022243499,textual,False
7189,metacritic_3,starring,roger_ebert_1,directors,0.1173699498176574,textual,False
7190,rotten_tomatoes_4,audience,tmdb_4,movie,0.1173236817121505,textual,False
7191,rotten_tomatoes_2,Genre,rotten_tomatoes_4,star,0.1173184290528297,textual,False
7192,metacritic_1,Metascore,rotten_tomatoes_2,Duration,0.1172789633274078,textual,False
7193,imdb_4,movie_name,rotten_tomatoes_3,star3,0.117255300283432,textual,False
7194,roger_ebert_1,id,tmdb_2,stars,0.1172406375408172,textual,False
7195,imdb_2,name,metacritic_1,_id,0.1172395795583725,textual,False
7196,imdb_4,movie_rating,rotten_tomatoes_3,star5,0.1172091886401176,textual,False
7197,roger_ebert_1,actors,walmart_1,release_date,0.1172052696347236,textual,False
7198,imdb_4,year,tmdb_3,revenue,0.1172024086117744,numerical,False
7199,imdb_1,ReleaseDate,rotten_tomatoes_3,director,0.1171717494726181,textual,False
7200,metacritic_4,director,roger_ebert_1,duration,0.1171699985861778,textual,False
7201,imdb_4,actors,tmdb_1,actor(s),0.1171409115195274,textual,True
7202,amazon_1,time,imdb_1,Url,0.1171386912465095,textual,False
7203,rotten_tomatoes_2,Year,rotten_tomatoes_3,year,0.1171362847089767,textual,True
7204,amazon_1,title,rotten_tomatoes_3,star2,0.1171300411224365,textual,False
7205,imdb_3,Title,rotten_tomatoes_1,Director,0.1171256676316261,textual,False
7206,metacritic_4,_id,rotten_tomatoes_4,certificate,0.1171139702200889,textual,False
7207,metacritic_1,_id,rotten_tomatoes_1,Country,0.1170772537589073,textual,False
7208,rotten_tomatoes_1,Year,rotten_tomatoes_3,star2,0.1170218512415885,textual,False
7209,metacritic_4,score,rotten_tomatoes_2,Duration,0.117020383477211,textual,False
7210,imdb_2,writers,roger_ebert_1,movie_name,0.1169869229197502,textual,False
7211,imdb_3,Title,metacritic_3,rating,0.1169612109661102,textual,False
7212,rotten_tomatoes_1,Duration,walmart_1,_id,0.11692825704813,textual,False
7213,metacritic_3,id,rotten_tomatoes_1,Id,0.1169024184346199,textual,True
7214,rotten_tomatoes_1,RatingCount,rotten_tomatoes_4,year,0.1168886125087738,numerical,False
7215,metacritic_3,genres,tmdb_1,director(s),0.1168703734874725,textual,False
7216,metacritic_1,_id,rotten_tomatoes_2,ContentRating,0.116802841424942,textual,False
7217,rotten_tomatoes_2,Cast,rotten_tomatoes_3,review5,0.1167985573410987,textual,False
7218,rotten_tomatoes_2,Duration,tmdb_3,_id,0.1167973205447197,textual,False
7219,rotten_tomatoes_3,time,tmdb_3,actors,0.1167948544025421,textual,False
7220,metacritic_3,rating,metacritic_4,_id,0.1167866066098213,textual,False
7221,roger_ebert_1,year,tmdb_4,directors,0.1167580187320709,textual,False
7222,amazon_1,title,rotten_tomatoes_1,Creator,0.1167488023638725,textual,False
7223,tmdb_2,_id,tmdb_3,genres,0.1167470812797546,textual,False
7224,rotten_tomatoes_4,_id,tmdb_3,title,0.1167177408933639,textual,False
7225,metacritic_3,languages,tmdb_2,subtext,0.1166964992880821,textual,False
7226,metacritic_1,Actors,metacritic_3,_id,0.1166955828666687,textual,False
7227,amazon_1,star,roger_ebert_1,genre,0.1166737377643585,textual,False
7228,metacritic_3,id,rotten_tomatoes_3,director,0.1166586801409721,textual,False
7229,imdb_4,movie_name,roger_ebert_1,id,0.1166540533304214,textual,False
7230,metacritic_3,release year,tmdb_3,revenue,0.1166530102491378,numerical,False
7231,rotten_tomatoes_2,Summary,walmart_1,_id,0.1166014894843101,textual,False
7232,imdb_3,ContentRating,tmdb_4,runtime,0.1165907531976699,textual,False
7233,rotten_tomatoes_3,id,rotten_tomatoes_4,star,0.1165734976530075,textual,False
7234,roger_ebert_1,critic_rating,rotten_tomatoes_4,genre,0.1165542975068092,textual,False
7235,amazon_1,star,tmdb_2,_id,0.116486944258213,textual,False
7236,metacritic_4,duration,tmdb_2,subtext,0.1164627075195312,textual,False
7237,metacritic_2,title,tmdb_3,id,0.1164447739720344,textual,False
7238,rotten_tomatoes_3,star3,tmdb_4,stars,0.1164248138666153,textual,True
7239,metacritic_3,production company,tmdb_3,directors,0.1163921803236007,textual,False
7240,metacritic_4,score,rotten_tomatoes_4,genre,0.1163552403450012,textual,False
7241,roger_ebert_1,critic_rating,rotten_tomatoes_4,year,0.1163434013724327,numerical,False
7242,rotten_tomatoes_3,rotten_tomatoes,tmdb_3,writers,0.1163417845964431,textual,False
7243,amazon_1,cost,rotten_tomatoes_1,Country,0.11634112149477,textual,False
7244,metacritic_3,score,rotten_tomatoes_4,_id,0.1163390427827835,numerical,False
7245,metacritic_1,Name,tmdb_3,id,0.1163279861211776,textual,False
7246,imdb_2,director,rotten_tomatoes_1,Actors,0.1163108497858047,textual,False
7247,metacritic_1,_id,rotten_tomatoes_3,star4,0.1162985116243362,textual,False
7248,imdb_1,ReleaseDate,imdb_2,director,0.1162924319505691,textual,False
7249,metacritic_4,genre,roger_ebert_1,id,0.1162841469049453,textual,False
7250,imdb_4,id,rotten_tomatoes_4,star,0.1162771433591842,textual,False
7251,rotten_tomatoes_3,rotten_tomatoes,tmdb_1,year,0.1162651181221008,numerical,False
7252,imdb_3,Rating,tmdb_1,title,0.116256445646286,textual,False
7253,imdb_1,Director,imdb_3,Title,0.1162257045507431,textual,False
7254,imdb_1,ReleaseDate,rotten_tomatoes_1,Name,0.1162215545773506,textual,False
7255,metacritic_3,score,tmdb_3,runtime,0.1162143647670745,numerical,False
7256,metacritic_3,release year,tmdb_1,actor(s),0.1161985769867897,textual,False
7257,imdb_4,movie_rating,tmdb_2,genres,0.1161794736981391,textual,False
7258,metacritic_4,date_released,tmdb_3,title,0.1161442399024963,textual,False
7259,imdb_1,Description,rotten_tomatoes_1,Actors,0.116129420697689,textual,False
7260,metacritic_3,_id,rotten_tomatoes_4,director,0.1161166504025459,textual,False
7261,rotten_tomatoes_4,audience,tmdb_3,_id,0.1161147654056549,textual,False
7262,imdb_4,year,rotten_tomatoes_3,review2,0.1160886511206626,textual,False
7263,tmdb_2,duration,tmdb_3,year,0.1160411387681961,textual,False
7264,imdb_4,movie_rating,tmdb_3,_id,0.1160151436924934,numerical,False
7265,imdb_2,director,metacritic_4,duration,0.1160097867250442,textual,False
7266,metacritic_4,director,tmdb_2,_id,0.1160093694925308,textual,False
7267,rotten_tomatoes_2,Year,tmdb_2,stars,0.1159861087799072,textual,False
7268,imdb_2,writers,metacritic_3,release year,0.1159660071134567,textual,False
7269,imdb_1,Id,rotten_tomatoes_1,Director,0.1159659326076507,textual,False
7270,metacritic_4,duration,tmdb_3,_id,0.1159528046846389,textual,False
7271,rotten_tomatoes_1,Id,tmdb_3,budget,0.1159417629241943,textual,False
7272,imdb_1,Creator,rotten_tomatoes_4,director,0.1159394830465316,textual,False
7273,imdb_2,year,rotten_tomatoes_3,id,0.1159219741821289,numerical,False
7274,imdb_3,Cast,tmdb_3,genres,0.1158867850899696,textual,False
7275,metacritic_2,title,tmdb_1,ID,0.1158161908388137,textual,False
7276,metacritic_2,release_year,metacritic_4,score,0.1158144921064376,numerical,False
7277,amazon_1,title,tmdb_3,_id,0.1158036515116691,textual,False
7278,imdb_4,duration,metacritic_3,languages,0.1157998740673065,textual,False
7279,rotten_tomatoes_2,Title,tmdb_2,subtext,0.1157806813716888,textual,False
7280,imdb_4,movie_rating,metacritic_1,Genre,0.1157587543129921,textual,False
7281,imdb_4,actors,walmart_1,_id,0.1157180741429328,textual,False
7282,imdb_2,writers,metacritic_2,release_year,0.1157101392745971,textual,False
7283,rotten_tomatoes_2,Summary,rotten_tomatoes_3,audience_rating,0.1157098859548568,textual,False
7284,amazon_1,time,rotten_tomatoes_2,Director,0.1156888306140899,textual,False
7285,metacritic_1,Runtime,walmart_1,directors,0.1156396269798278,textual,False
7286,rotten_tomatoes_3,review2,walmart_1,stars,0.1156365200877189,textual,False
7287,imdb_2,director,roger_ebert_1,pg_rating,0.115635260939598,textual,False
7288,imdb_3,Summary,rotten_tomatoes_2,Creators,0.1156297475099563,textual,False
7289,rotten_tomatoes_3,id,rotten_tomatoes_4,certificate,0.1156087890267372,textual,False
7290,amazon_1,cost,tmdb_1,ID,0.1155975833535194,textual,False
7291,amazon_1,time,imdb_2,director,0.1155761256814003,textual,False
7292,imdb_1,Id,rotten_tomatoes_2,ContentRating,0.1155298426747322,textual,False
7293,rotten_tomatoes_1,Actors,rotten_tomatoes_4,name,0.1155279800295829,textual,False
7294,rotten_tomatoes_2,Genre,rotten_tomatoes_3,audience_rating,0.1155124902725219,textual,False
7295,rotten_tomatoes_4,star,tmdb_1,director(s),0.1154581680893898,textual,False
7296,metacritic_2,release_year,tmdb_3,title,0.1154474318027496,textual,False
7297,imdb_1,Genre,rotten_tomatoes_1,Country,0.1154132187366485,textual,False
7298,metacritic_4,date_released,rotten_tomatoes_1,RatingCount,0.1154116988182067,textual,False
7299,amazon_1,id,imdb_1,Creator,0.1153734326362609,textual,False
7300,imdb_1,Id,imdb_3,Duration,0.1153597980737686,textual,False
7301,rotten_tomatoes_3,star1,tmdb_1,actor(s),0.1153518706560134,textual,True
7302,tmdb_1,ID,tmdb_3,year,0.115350604057312,numerical,False
7303,rotten_tomatoes_2,Title,walmart_1,directors,0.115337073802948,textual,False
7304,metacritic_3,starring,rotten_tomatoes_2,Genre,0.1153283938765525,textual,False
7305,imdb_2,director,walmart_1,release_date,0.1153281703591346,textual,False
7306,metacritic_3,writers,metacritic_4,date_released,0.1153230592608451,textual,False
7307,imdb_2,director,rotten_tomatoes_1,ReviewCount,0.1153213679790496,textual,False
